hour_beginning,location,Pedestrians,Towards Manhattan,Towards Brooklyn,weather_summary,temperature,precipitation,lat,long,events
10/27/17,Brooklyn Bridge,2672,1468,1204,clear-day,61,0.0004,40.70816397,-73.9995087,
10/27/17,Brooklyn Bridge,1457,621,836,clear-night,59,0.0015,40.70816397,-73.9995087,
10/27/17,Brooklyn Bridge,570,198,372,clear-night,56,0,40.70816397,-73.9995087,
10/27/17,Brooklyn Bridge,326,155,171,clear-night,55,0,40.70816397,-73.9995087,
10/27/17,Brooklyn Bridge,225,99,126,clear-night,54,0,40.70816397,-73.9995087,
10/27/17,Brooklyn Bridge,193,89,104,clear-night,53,0,40.70816397,-73.9995087,
10/27/17,Brooklyn Bridge,139,76,63,clear-night,52,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,78,36,42,clear-night,52,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,23,14,9,clear-night,51,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,14,8,6,clear-night,50,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,3,0,3,clear-night,49,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,6,4,2,clear-night,48,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,12,7,5,clear-night,48,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,49,37,12,clear-night,48,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,272,148,124,clear-night,48,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,371,192,179,clear-day,49,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,951,575,376,clear-day,53,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,2962,2267,695,clear-day,59,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,4330,2150,2180,clear-day,64,0.0001,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,3486,1925,1561,clear-day,66,0.0017,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,4055,1560,2495,clear-day,67,0.0028,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,3816,1865,1951,clear-day,68,0.0002,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,3852,1927,1925,clear-day,68,0.0013,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,3750,1758,1992,clear-day,66,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,3451,1587,1864,clear-day,65,0.0021,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,1534,589,945,clear-night,64,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,645,278,367,clear-night,63,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,518,236,282,partly-cloudy-night,63,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,393,187,206,partly-cloudy-night,62,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,254,124,130,partly-cloudy-night,61,0,40.70816397,-73.9995087,
10/28/17,Brooklyn Bridge,152,78,74,partly-cloudy-night,62,0,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,92,57,35,partly-cloudy-night,62,0,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,56,28,28,partly-cloudy-night,62,0,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,25,11,14,partly-cloudy-night,63,0,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,2,1,1,partly-cloudy-night,63,0.0008,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,5,5,0,partly-cloudy-night,62,0.0039,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,1,0,1,partly-cloudy-night,60,0.0061,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,6,4,2,partly-cloudy-night,60,0.011,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,75,52,23,partly-cloudy-night,61,0.0134,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,162,67,95,partly-cloudy-day,61,0.0094,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,283,148,135,partly-cloudy-day,61,0.0066,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,598,340,258,rain,61,0.0293,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,640,302,338,partly-cloudy-day,61,0.0163,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,520,240,280,rain,62,0.0249,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,292,126,166,rain,62,0.0628,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,186,67,119,rain,63,0.1802,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,82,37,45,rain,64,0.2382,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,110,70,40,rain,64,0.2926,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,76,39,37,rain,64,0.3305,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,37,24,13,rain,64,0.1515,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,16,8,8,rain,64,0.1252,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,9,5,4,rain,64,0.1249,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,2,1,1,rain,63,0.1711,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,2,1,1,rain,63,0.2921,40.70816397,-73.9995087,
10/29/17,Brooklyn Bridge,4,3,1,rain,65,0.2357,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,11,8,3,rain,61,0.0734,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,3,2,1,clear-night,59,0.0157,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,10,2,8,partly-cloudy-night,58,0.0013,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,6,3,3,partly-cloudy-night,57,0.0004,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,0,0,0,partly-cloudy-night,56,0.0023,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,5,4,1,rain,54,0.0342,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,18,10,8,rain,51,0.0396,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,47,21,26,rain,48,0.0296,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,126,47,79,rain,46,0.0364,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,324,187,137,partly-cloudy-day,47,0.0233,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,911,581,330,partly-cloudy-day,49,0.0042,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,1730,921,809,partly-cloudy-day,51,0.0005,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,1940,955,985,partly-cloudy-day,53,0.0005,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,1914,960,954,partly-cloudy-day,55,0.0009,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,2234,1207,1027,partly-cloudy-day,55,0.0001,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,2274,1222,1052,partly-cloudy-day,55,0.0002,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,2068,1064,1004,partly-cloudy-day,55,0.0002,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,2066,1112,954,clear-day,55,0.0007,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,1084,491,593,clear-night,53,0.0001,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,409,178,231,clear-night,52,0.0009,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,279,130,149,clear-night,51,0.0004,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,166,75,91,clear-night,51,0,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,102,51,51,clear-night,51,0,40.70816397,-73.9995087,
10/30/17,Brooklyn Bridge,47,22,25,clear-night,50,0.0001,40.70816397,-73.9995087,
10/31/17,Brooklyn Bridge,25,7,18,clear-night,51,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,3,2,1,clear-night,51,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,6,5,1,clear-night,50,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,3,3,0,clear-night,49,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,2,1,1,clear-night,49,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,24,14,10,clear-night,49,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,76,42,34,clear-night,48,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,247,116,131,clear-night,48,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,350,131,219,clear-day,47,0.0001,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,796,411,385,clear-day,49,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,1667,945,722,clear-day,51,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,2304,1135,1169,partly-cloudy-day,52,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,2464,1184,1280,clear-day,54,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,2465,1197,1268,clear-day,55,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,2398,1137,1261,clear-day,56,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,2094,1023,1071,clear-day,56,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,2079,954,1125,clear-day,56,0.0001,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,1731,868,863,clear-day,55,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,818,356,462,clear-night,54,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,275,141,134,clear-night,53,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,179,70,109,clear-night,52,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,105,53,52,clear-night,50,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,60,36,24,clear-night,49,0,40.70816397,-73.9995087,Halloween
10/31/17,Brooklyn Bridge,50,33,17,clear-night,48,0,40.70816397,-73.9995087,Halloween
